movie_name,release_year,imdb,meta,votes 
Before Midnight,2013,7.9,94        ,"158,998"
Only God Forgives,2013,5.7,37        ,"113,341"
August: Osage County,2013,7.2,58        ,"91,255"
Escape from Tomorrow,2013,5.1,58        ,"9,764"
The Spectacular Now,2013,7.1,82        ,"154,807"
Devil's Knot,2013,6.1,42        ,"22,262"
La migliore offerta,2013,7.8,49        ,"120,055"
The Butler,2013,7.2,65        ,"115,743"
G.I. Joe: Retaliation,2013,5.7,41        ,"182,284"
The Frozen Ground,2013,6.4,37        ,"63,708"
Insidious: Chapter 2,2013,6.5,40        ,"172,197"
Curse of Chucky,2013,5.6,58        ,"40,329"
Stoker,2013,6.8,58        ,"109,813"
Bad Words,2013,6.6,57        ,"51,762"
Jeune et jolie,2013,6.7,63        ,"35,627"
Feuchtgebiete,2013,5.8,77        ,"11,777"
Side Effects,2013,7.1,75        ,"189,345"
The Lone Ranger,2013,6.4,37        ,"235,741"
Safe Haven,2013,6.6,34        ,"111,534"
2 Guns,2013,6.7,55        ,"212,797"
Beautiful Creatures,2013,6.1,52        ,"88,433"
Labor Day,2013,6.9,52        ,"47,960"
Filth,2013,7,56        ,"109,996"
Saving Mr. Banks,2013,7.5,65        ,"162,891"
Identity Thief,2013,5.7,35        ,"134,491"
Anchorman 2: The Legend Continues,2013,6.3,61        ,"182,854"
Puzzle,2013,6.3,38        ,"28,369"
Philomena,2013,7.6,77        ,"100,594"
The Counselor,2013,5.4,48        ,"102,043"
The Book Thief,2013,7.5,53        ,"136,343"
RED 2,2013,6.6,47        ,"172,256"
Kill Your Darlings,2013,6.4,65        ,"38,829"
The Bling Ring,2013,5.6,66        ,"88,519"
The Hangover Part III,2013,5.8,30        ,"316,027"
The Host,2013,5.8,35        ,"115,668"
Parker,2013,6.2,42        ,"123,678"
Scary Movie 5,2013,3.5,11        ,"72,517"
The Call,2013,6.7,51        ,"123,400"
A Good Day to Die Hard,2013,5.2,28        ,"207,997"
Drinking Buddies,2013,6.1,71        ,"58,958"
Machete Kills,2013,5.6,41        ,"79,617"
Kaze tachinu,2013,7.7,83        ,"86,627"
Nurse 3-D,2013,4.5,29        ,"10,868"
Odd Thomas,2013,6.8,45        ,"53,996"
Life of Crime,2013,5.8,60        ,"19,306"
Horns,2013,6.4,46        ,"84,281"
Hell Baby,2013,4.9,41        ,"9,568"
Cloudy with a Chance of Meatballs 2,2013,6.3,59        ,"104,323"
Jobs,2013,6,44        ,"98,980"
The To Do List,2013,5.8,61        ,"39,878"
Romeo & Juliet,2013,5.8,41        ,"12,045"
The Incredible Burt Wonderstone,2013,5.9,44        ,"74,165"
Turbo,2013,6.4,58        ,"98,648"
Hummingbird,2013,6.2,43        ,"73,014"
The Double,2013,6.5,68        ,"50,904"
Last Vegas,2013,6.6,48        ,"133,198"
Epic,2013,6.6,52        ,"106,005"
21 & Over,2013,5.8,34        ,"75,244"
Blue Ruin,2013,7.1,78        ,"74,456"
Nebraska,2013,7.7,86        ,"118,849"
The Dyatlov Pass Incident,2013,5.7,49        ,"25,557"
Enough Said,2013,7,78        ,"63,485"
A Haunted House,2013,5,20        ,"47,309"
Short Term 12,2013,7.9,82        ,"88,287"
Snitch,2013,6.4,51        ,"89,006"
CBGB,2013,6.6,30        ,"10,440"
After Earth,2013,4.8,33        ,"202,007"
The Immigrant,2013,6.6,77        ,"32,234"
Planes,2013,5.7,39        ,"45,786"
V/H/S/2,2013,6,49        ,"40,803"
The Railway Man,2013,7.1,59        ,"40,685"
The Smurfs 2,2013,5.3,34        ,"42,655"
Delivery Man,2013,6.3,44        ,"79,993"
Temptation: Confessions of a Marriage Counselor,2013,4.9,26        ,"12,021"
Broken City,2013,6.1,49        ,"80,735"
Starred Up,2013,7.3,81        ,"46,717"
Kaguya-hime no monogatari,2013,8,89        ,"47,263"
The Last Stand,2013,6.3,54        ,"139,762"
In Secret,2013,6.1,47        ,"8,924"
Adult World,2013,6.1,61        ,"18,021"
Dark Skies,2013,6.3,50        ,"76,626"
The Zero Theorem,2013,6,50        ,"47,918"
Afternoon Delight,2013,5.7,50        ,"10,833"
Europa Report,2013,6.4,68        ,"71,886"
The Lifeguard,2013,5.6,34        ,"14,875"
Palo Alto,2013,6.2,69        ,"29,627"
Trance,2013,6.9,61        ,"114,631"
Ida,2013,7.4,91        ,"58,146"
The Kings of Summer,2013,7.1,61        ,"81,995"
No se aceptan devoluciones,2013,7.5,55        ,"31,275"
Yi dai zong shi,2013,6.5,73        ,"34,772"
Man of Tai Chi,2013,6,52        ,"39,478"
Grudge Match,2013,6.4,35        ,"60,975"
A Madea Christmas,2013,4.9,28        ,"6,487"
La Vénus à la fourrure,2013,7.1,69        ,"19,810"
The Best Man Holiday,2013,6.6,59        ,"15,937"
All Is Lost,2013,6.9,87        ,"80,984"
Wolf Creek 2,2013,6.1,44        ,"20,655"
How I Live Now,2013,6.4,57        ,"30,746"
Austenland,2013,6.3,42        ,"21,462"
L'inconnu du lac,2013,6.8,82        ,"14,879"
The Lunchbox,2013,7.8,76        ,"56,756"
I Give It a Year,2013,5.7,50        ,"37,675"
Best Night Ever,2013,3.9,17        ,"2,739"
Gimme Shelter,2013,6.4,37        ,"8,952"
The Sacrament,2013,6.1,49        ,"19,351"
Stalingrad,2013,5.6,49        ,"17,017"
Xi you: Xiang mo pian,2013,6.7,68        ,"13,000"
The Big Wedding,2013,5.6,28        ,"50,174"
These Final Hours,2013,6.6,61        ,"17,852"
The Christmas Candle,2013,6.2,33        ,"2,278"
Breathe In,2013,6.3,60        ,"15,173"
Runner Runner,2013,5.6,36        ,"64,066"
Very Good Girls,2013,5.9,35        ,"15,797"
Kvinden i buret,2013,7.2,62        ,"30,549"
Miss Violence,2013,7.1,75        ,"8,676"
Blood Ties,2013,6.5,45        ,"20,389"
Are You Here,2013,5.3,37        ,"16,041"
The Last Days on Mars,2013,5.5,46        ,"37,444"
Joe,2013,6.8,74        ,"48,994"
Jug Face,2013,5.2,58        ,"7,452"
The Fifth Estate,2013,6.2,49        ,"41,444"
Welcome to the Punch,2013,6.1,49        ,"33,641"
Contracted,2013,5.3,48        ,"15,493"
Paranoia,2013,5.6,32        ,"37,916"
Dead Man Down,2013,6.4,39        ,"68,438"
Parkland,2013,6.4,51        ,"16,535"
The East,2013,6.8,68        ,"50,846"
The Grand Seduction,2013,7,57        ,"17,999"
Mandela: Long Walk to Freedom,2013,7.1,60        ,"28,131"
Bad Grandpa,2013,6.5,54        ,"95,646"
Anna,2013,6.4,42        ,"23,974"
Concussion,2013,5.7,56        ,"6,250"
In a World...,2013,6.7,79        ,"32,190"
The Congress,2013,6.4,63        ,"18,923"
After the Dark,2013,5.6,37        ,"22,621"
Gloria,2013,6.9,83        ,"8,999"
A Teacher,2013,4.8,47        ,"5,111"
Hours,2013,6.3,55        ,"29,836"
Upstream Color,2013,6.5,81        ,"33,768"
The Colony,2013,5.3,28        ,"45,687"
Phantom,2013,5.9,40        ,"14,707"
Pawn Shop Chronicles,2013,5.9,26        ,"11,485"
The Necessary Death of Charlie Countryman,2013,6.3,31        ,"28,787"
Hundraåringen som klev ut genom fönstret och försvann,2013,7,58        ,"40,821"
Tracks,2013,7.1,78        ,"29,935"
Raze,2013,5.1,41        ,"6,114"
Admission,2013,5.7,48        ,"35,350"
The Machine,2013,6,52        ,"31,388"
Knights of Badassdom,2013,5.5,56        ,"20,783"
InAPPropriate Comedy,2013,2.7,1        ,"4,596"
Afflicted,2013,6.2,56        ,"24,190"
A Case of You,2013,5.6,38        ,"12,012"
The English Teacher,2013,5.7,42        ,"12,708"
Cheap Thrills,2013,6.7,63        ,"19,476"
Soshite chichi ni naru,2013,7.8,73        ,"25,389"
Sinsegye,2013,7.5,58        ,"24,157"
Hatchet III,2013,5.6,25        ,"9,671"
All Cheerleaders Die,2013,5.1,45        ,"9,093"
Le passé,2013,7.7,85        ,"49,249"
Mystery Road,2013,6.6,72        ,"7,916"
The Last Exorcism Part II,2013,4,35        ,"16,466"
Trudno byt bogom,2013,6.6,90        ,"5,908"
Chennai Express,2013,6,45        ,"55,481"
The Harvest,2013,6.1,68        ,"7,924"
Alan Partridge: Alpha Papa,2013,6.9,66        ,"31,954"
Metegol,2013,6.4,38        ,"9,761"
The Young and Prodigious T.S. Spivet,2013,7,53        ,"18,556"
A Field in England,2013,6.2,73        ,"13,028"
The Love Punch,2013,5.7,44        ,"14,889"
Still Life,2013,7.4,45        ,"8,268"
The Art of the Steal,2013,6.3,53        ,"24,984"
Gamgi,2013,6.6,40        ,"13,552"
Mandariinid,2013,8.1,73        ,"46,582"
Dom Hemingway,2013,6.1,55        ,"26,878"
The Haunting in Connecticut 2: Ghosts of Georgia,2013,5.3,26        ,"17,535"
We Are What We Are,2013,5.9,71        ,"21,360"
A Single Shot,2013,5.7,53        ,"11,086"
Winter in the Blood,2013,6.2,52        ,242
The Selfish Giant,2013,7.3,83        ,"12,310"
Omar,2013,7.5,75        ,"14,504"
Fading Gigolo,2013,6.2,58        ,"24,703"
Killing Season,2013,5.4,25        ,"37,680"
Night Train to Lisbon,2013,6.8,30        ,"19,716"
The Inevitable Defeat of Mister & Pete,2013,7.5,61        ,"5,563"
Grand Piano,2013,5.9,61        ,"18,921"
Tom à la ferme,2013,6.9,67        ,"18,259"
Prince Avalanche,2013,6.3,73        ,"20,194"
Hammer of the Gods,2013,4.5,44        ,"8,196"
The Numbers Station,2013,5.6,39        ,"20,261"
Borgman,2013,6.7,66        ,"17,992"
Jimi: All Is by My Side,2013,5.7,66        ,"6,779"
G.B.F.,2013,5.9,56        ,"11,125"
Dhoom:3,2013,5.3,61        ,"46,745"
Willow Creek,2013,5.1,62        ,"11,807"
Baggage Claim,2013,5.1,34        ,"9,380"
The Invisible Woman,2013,6.1,75        ,"10,047"
Sunshine on Leith,2013,6.6,66        ,"7,060"
HairBrained,2013,5.3,48        ,"2,218"
Open Grave,2013,6.2,33        ,"30,185"
Free the Nipple,2013,3.9,33        ,"1,803"
Gåten Ragnarok,2013,5.9,52        ,"8,366"
The Ultimate Life,2013,6,19        ,"1,478"
Return to Nuke 'Em High Volume 1,2013,5.3,40        ,"2,175"
Banshee Chapter,2013,5.4,62        ,"10,191"
Bailout: The Age of Greed,2013,6,24        ,"21,186"
The Den,2013,6,48        ,"14,490"
Haunter,2013,5.9,49        ,"17,731"
Les salauds,2013,6.1,69        ,"3,517"
Getaway,2013,4.4,22        ,"24,471"
Haunt,2013,5.2,33        ,"8,388"
Standing Up,2013,6.8,40        ,"3,199"
Walking with Dinosaurs 3D,2013,5.2,37        ,"11,444"
Goat,2013,3.8,15        ,718
Ain't Them Bodies Saints,2013,6.4,74        ,"22,072"
Moebiuseu,2013,6.4,66        ,"6,073"
R100,2013,6,57        ,"2,670"
Battle of the Year,2013,4.9,29        ,"9,352"
Big Bad Wolves,2013,6.8,64        ,"16,741"
The Disappearance of Eleanor Rigby: Her,2013,6.9,67        ,"9,371"
Big Ass Spider!,2013,5.3,53        ,"7,396"
The Disappearance of Eleanor Rigby: Him,2013,6.8,63        ,"9,954"
Casse-tête chinois,2013,6.9,64        ,"14,559"
La Danza de la Realidad,2013,7.5,76        ,"9,011"
The Adventurer: The Curse of the Midas Box,2013,5.4,39        ,"6,838"
L'écume des jours,2013,6.5,54        ,"16,136"
Welcome to the Jungle,2013,4.9,25        ,"13,442"
Frankenstein's Army,2013,5.3,49        ,"8,731"
Rapture-Palooza,2013,5.2,44        ,"12,029"
Angels Sing,2013,5.9,39        ,"2,277"
Michael Kohlhaas,2013,6.1,51        ,"8,689"
A Promise,2013,5.7,36        ,"4,260"
Night Moves,2013,6,75        ,"15,872"
Proxy,2013,5.7,57        ,"4,205"
Yong-eui-ja,2013,6.8,63        ,"6,376"
Caníbal,2013,5.9,69        ,"3,501"
Flores Raras,2013,6.9,44        ,"3,341"
Sweetwater,2013,6.1,38        ,"6,090"
The Look of Love,2013,6,57        ,"7,067"
Los amantes pasajeros,2013,5.6,55        ,"23,907"
Love and Honor,2013,5.7,28        ,"9,411"
Bad Milo!,2013,5.7,62        ,"7,639"
Te shu shen fen,2013,5.5,47        ,"4,287"
Tian zhu ding,2013,7.1,77        ,"11,933"
The Truth About Emanuel,2013,6,41        ,"9,448"
All Is Bright,2013,5.6,54        ,"6,525"
As I Lay Dying,2013,5.3,50        ,"4,060"
One Chance,2013,6.8,52        ,"12,617"
Tom yum goong 2,2013,5.2,45        ,"7,170"
White Reindeer,2013,5.7,69        ,"1,174"
Scenic Route,2013,6.5,34        ,"11,005"
Magic Magic,2013,5,59        ,"10,025"
Kai po che!,2013,7.8,40        ,"37,338"
Child of God,2013,5.4,50        ,"4,205"
At Middleton,2013,6.5,60        ,"8,616"
Mr. Morgan's Last Love,2013,6.7,36        ,"12,705"
Jack et la mécanique du coeur,2013,6.9,56        ,"6,929"
Le Week-End,2013,6.4,73        ,"8,412"
A.C.O.D.,2013,5.6,50        ,"13,536"
Bounty Killer,2013,5.5,48        ,"7,272"
The Right Kind of Wrong,2013,6.1,30        ,"9,720"
The Devil's Violinist,2013,6,38        ,"3,632"
Closed Circuit,2013,6.2,50        ,"22,696"
Interior. Leather Bar.,2013,5,47        ,"2,592"
The House of Magic,2013,6.2,47        ,"6,910"
Metallica Through the Never,2013,7.1,61        ,"17,728"
Vi är bäst!,2013,7.1,87        ,"10,768"
Black Nativity,2013,4.8,48        ,"2,259"
Vic + Flo ont vu un ours,2013,6.4,76        ,"1,187"
Las brujas de Zugarramurdi,2013,6.4,73        ,"14,659"
Crystal Fairy y el cactus mágico,2013,5.8,67        ,"8,170"
Wakolda,2013,6.7,62        ,"7,405"
Felony,2013,6.1,52        ,"5,588"
La religieuse,2013,6.4,51        ,"1,816"
La jaula de oro,2013,7.6,74        ,"4,935"
Walking with the Enemy,2013,6.5,44        ,"2,382"
Eastern Boys,2013,7,74        ,"3,645"
Jigoku de naze warui,2013,7.1,68        ,"8,361"
Evidence,2013,5.3,14        ,"7,491"
Grand Central,2013,6.2,73        ,"2,695"
Half of a Yellow Sun,2013,6.1,51        ,"2,028"
Las horas muertas,2013,6.5,81        ,747
Free Ride,2013,5.6,41        ,"2,363"
The Pretty One,2013,6.3,53        ,"9,727"
Khumba,2013,5.6,40        ,"6,190"
Goodbye World,2013,5.4,36        ,"7,082"
L'étrange couleur des larmes de ton corps,2013,5.9,53        ,"4,154"
Paradies: Hoffnung,2013,6.6,78        ,"4,584"
Sunlight Jr.,2013,5.6,61        ,"3,214"
Jing cha gu shi 2013,2013,5.9,44        ,"10,050"
The Hot Flashes,2013,5.1,36        ,"2,045"
Il capitale umano,2013,7.2,63        ,"12,883"
Ass Backwards,2013,4.3,37        ,"2,449"
Some Velvet Morning,2013,5.8,54        ,"1,981"
Wrong Cops,2013,5.9,25        ,"7,591"
O Lobo Atrás da Porta,2013,7.4,67        ,"4,393"
Geung see,2013,6.2,53        ,"6,110"
Cold Comes the Night,2013,5.7,37        ,"9,389"
Byeon-ho-in,2013,7.7,55        ,"6,689"
Legends of Oz: Dorothy's Return,2013,5,25        ,"6,071"
Missionary,2013,5.3,48        ,742
Lucky Them,2013,6.1,65        ,"3,775"
Gerontophilia,2013,6.3,48        ,"2,596"
Innocence,2013,4.4,26        ,"1,330"
Drift,2013,6.3,35        ,"5,052"
A Night in Old Mexico,2013,5.7,45        ,"3,779"
Bereullin,2013,6.6,54        ,"7,304"
Words and Pictures,2013,6.6,49        ,"11,018"
Trap for Cinderella,2013,5.6,39        ,"1,659"
Big Sur,2013,5.7,49        ,"2,007"
Beneath,2013,3.6,40        ,"4,562"
Peeples,2013,5.3,52        ,"4,913"
La mafia uccide solo d'estate,2013,7.1,62        ,"8,482"
Vehicle 19,2013,4.9,29        ,"15,481"
The Sea,2013,5.9,54        ,405
Geography Club,2013,6.5,57        ,"5,956"
Gallows Hill,2013,5.2,39        ,"6,500"
The Dirties,2013,6.8,65        ,"7,264"
Heli,2013,6.8,59        ,"5,170"
Tusen ganger god natt,2013,7,57        ,"7,881"
Tore tanzt,2013,6.9,51        ,"1,798"
Detour,2013,5.2,55        ,916
Burning Blue,2013,6.2,29        ,"2,403"
Hateship Loveship,2013,6.1,59        ,"6,960"
Dong-chang-saeng,2013,6.6,36        ,"3,361"
Family Weekend,2013,6.2,35        ,"6,993"
+1,2013,5.5,60        ,"8,252"
Mother of George,2013,6.5,77        ,"1,215"
Enemies Closer,2013,5.1,49        ,"6,113"
Life of a King,2013,6.9,52        ,"6,630"
10 Rules for Sleeping Around,2013,3.6,1        ,"2,933"
In Fear,2013,5.4,66        ,"9,722"
The Face of Love,2013,6.2,51        ,"5,649"
Exhibition,2013,5.9,72        ,"1,421"
Girl on a Bicycle,2013,6.2,32        ,"2,270"
Charlie's Country,2013,7.3,75        ,"2,568"
Believe,2013,5.7,39        ,873
A Master Builder,2013,6,67        ,964
Savannah,2013,5.8,25        ,"1,678"
Summer in February,2013,5.6,22        ,"4,140"
The Last of Robin Hood,2013,5.7,46        ,"2,287"
Málmhaus,2013,7,79        ,"7,302"
Grace Unplugged,2013,6,39        ,"3,511"
Coldwater,2013,6.4,45        ,"4,297"
A nagy füzet,2013,7,57        ,"3,137"
Amour & turbulences,2013,6.3,49        ,"5,021"
O Menino e o Mundo,2013,7.5,80        ,"7,114"
Trust Me,2013,6.1,51        ,"3,508"
Some Girl(s),2013,4.6,48        ,"3,688"
White Rabbit,2013,5.9,41        ,"1,344"
Test,2013,6.5,70        ,"1,652"
The Bounceback,2013,5.1,58        ,"1,003"
Jiao you,2013,6.9,84        ,"2,874"
Cavemen,2013,5.2,19        ,"4,477"
Ilo Ilo,2013,7.3,85        ,"4,761"
Medeas,2013,6.2,64        ,471
Pozitia copilului,2013,7.4,77        ,"8,529"
The Wait,2013,4.5,34        ,690
Patrick,2013,4.9,48        ,"4,046"
As Cool as I Am,2013,5.8,28        ,"5,400"
The Maid's Room,2013,4.6,39        ,"1,401"
Stranded,2013,3.5,27        ,"4,146"
Decoding Annie Parker,2013,6.2,56        ,"3,211"
Saving Lincoln,2013,5.5,21        ,390
Extraordinary Tales,2013,6.4,59        ,"3,339"
I'm in Love with a Church Girl,2013,4.2,23        ,"1,953"
Wolf,2013,7.3,52        ,"3,834"
It Felt Like Love,2013,5.8,76        ,"2,731"
Grzeli nateli dgeebi,2013,7.3,72        ,"6,949"
Pelo malo,2013,6.9,74        ,"2,356"
Pionér,2013,6,58        ,"5,118"
Quai d'Orsay,2013,6.4,65        ,"3,725"
The Returned,2013,5.9,47        ,"8,550"
Blutgletscher,2013,5.4,45        ,"3,853"
Paradise,2013,5,35        ,"3,650"
Elle s'en va,2013,6.4,60        ,"2,405"
Violette,2013,6.9,72        ,"2,118"
Yip Man: Jung gik yat zin,2013,6.1,55        ,"11,280"
W imie...,2013,6.6,52        ,"3,108"
The Stag,2013,6,57        ,"4,392"
The Human Race,2013,5.1,32        ,"11,046"
Java Heat,2013,5.1,35        ,"4,858"
Last Passenger,2013,5.7,66        ,"7,325"
A Perfect Man,2013,5.2,31        ,"2,131"
Copperhead,2013,5.6,34        ,"1,020"
Truth,2013,5,23        ,712
Jimmy P: Psychotherapy of a Plains Indian,2013,6.1,58        ,"2,950"
Beneath,2013,5.4,34        ,"4,427"
Han Gong-ju,2013,7.2,68        ,"2,435"
Ghost Team One,2013,4.3,21        ,"2,353"
24 Exposures,2013,4.2,42        ,674
C.O.G.,2013,5.6,60        ,"3,784"
52 Tuesdays,2013,6.4,71        ,"1,497"
Computer Chess,2013,6.2,74        ,"4,655"
3 Geezers!,2013,3.3,9        ,769
Five Dances,2013,7,51        ,"2,761"
Autumn Blood,2013,5.3,41        ,"1,841"
"Norte, hangganan ng kasaysayan",2013,7.5,81        ,"2,088"
Bluebird,2013,5.8,67        ,952
Blue Caprice,2013,5.9,76        ,"5,872"
Nothing Left to Fear,2013,4.4,12        ,"5,033"
Hross í oss,2013,6.8,74        ,"3,343"
Teddy Bears,2013,4.8,41        ,654
Mr. Jones,2013,4.6,38        ,"4,263"
Almost Human,2013,4.7,40        ,"3,322"
Metro Manila,2013,7.6,65        ,"8,853"
Les beaux jours,2013,6.3,57        ,"1,793"
McCanick,2013,4.7,28        ,"1,676"
"No God, No Master",2013,5.9,48        ,912
Frank the Bastard,2013,5,39        ,170
Molly's Theory of Relativity,2013,4.8,40        ,85
Beneath the Harvest Sky,2013,6.1,62        ,"1,058"
A Birder's Guide to Everything,2013,6.2,61        ,"2,303"
Pour une femme,2013,6.6,59        ,766
Make Your Move,2013,5.5,40        ,"3,224"
Line of Duty,2013,5,24        ,868
Camille Claudel 1915,2013,6.5,65        ,"3,706"
Sweet Talk,2013,5.3,37        ,296
Siddharth,2013,7.4,72        ,739
Somewhere Slow,2013,5.2,48        ,298
Septic Man,2013,4.1,8        ,829
Bei Jing yu shang Xi Ya Tu,2013,6.5,50        ,"2,641"
Louder Than Words,2013,6,29        ,"1,149"
Stand Clear of the Closing Doors,2013,6.4,86        ,498
Libertador,2013,6.8,51        ,"5,371"
Pulling Strings,2013,6.1,57        ,"1,921"
Touchy Feely,2013,5.3,55        ,"3,753"
Un beau dimanche,2013,6.3,54        ,897
Un château en Italie,2013,5.7,41        ,"1,209"
The Boy Who Smells Like Fish,2013,6,47        ,704
Northern Borders,2013,6.4,44        ,373
Awful Nice,2013,4.8,42        ,"1,100"
Història de la meva mort,2013,6.4,80        ,784
L'armée du salut,2013,5.5,57        ,644
Boss,2013,5.1,42        ,"11,302"
Abus de faiblesse,2013,5.9,77        ,"1,151"
uwantme2killhim?,2013,6.3,42        ,"3,119"
Sakasama no Patema,2013,7.3,66        ,"9,434"
Jake Squared,2013,4.7,30        ,613
Viaggio sola,2013,6.2,51        ,"2,534"
