movie_name,release_year,imdb,meta,votes 
Good Girls Get High,2018,5.7,63        ,362
The Escape of Prisoner 614,2018,4.6,31        ,851
Hover,2018,3.7,40        ,616
Joueurs,2018,5.6,68        ,641
Wilkolak,2018,6,52        ,"1,468"
Tel Aviv on Fire,2018,6.7,70        ,"2,316"
Teret,2018,6.6,75        ,"1,666"
Yi chu hao xi,2018,6.2,61        ,"1,772"
Delirium,2018,3.3,27        ,"1,015"
Las herederas,2018,6.6,77        ,"3,126"
Nigerian Prince,2018,5.9,61        ,424
Las leyes de la termodinámica,2018,6,45        ,"2,806"
Un día más con vida,2018,7.3,78        ,"2,446"
Dead Pigs,2018,6.8,73        ,"1,489"
Jinn,2018,6,75        ,430
Rojo,2018,6.4,76        ,"2,508"
A Boy. A Girl. A Dream.,2018,4.7,65        ,521
Gangbyeon hotel,2018,6.7,79        ,"1,509"
Tang ren jie tan an 2,2018,6.1,48        ,"2,724"
Maya,2018,6.1,62        ,602
Socrates,2018,7.1,82        ,"1,085"
Huan tu,2018,6.2,59        ,"1,344"
A Bread Factory: Part One,2018,6.9,91        ,436
L'apparition,2018,6.3,64        ,"1,581"
Beyond the Night,2018,5.5,56        ,451
Song of Back and Neck,2018,5.7,51        ,241
Viper Club,2018,5.6,57        ,606
Joy,2018,6.6,75        ,"1,337"
Change in the Air,2018,5.7,26        ,689
Ray & Liz,2018,6.7,81        ,"1,710"
The Weekend,2018,5.7,63        ,635
Relaxer,2018,6,82        ,"1,130"
Funan,2018,6.9,79        ,970
José,2018,6.6,75        ,730
Buñuel en el laberinto de las tortugas,2018,7.1,74        ,"2,130"
Night Comes On,2018,6.7,79        ,"1,005"
Nommer 37,2018,6.3,78        ,589
Dovlatov,2018,6.4,68        ,"2,049"
Yom el-Din,2018,7.3,62        ,"1,756"
All Square,2018,6.1,65        ,515
Sadie,2018,6.2,62        ,441
Buffalo Boys,2018,5.8,48        ,"1,254"
An L.A. Minute,2018,5.5,15        ,85
Mouthpiece,2018,6.4,73        ,488
White Rabbit,2018,5.8,61        ,368
Unlovable,2018,6.1,77        ,532
Sibel,2018,6.8,65        ,"2,706"
They Remain,2018,4.2,49        ,"1,425"
Zhuo yao ji 2,2018,5.4,63        ,"1,794"
Di yi ci de li bie,2018,6.8,73        ,200
Paradox,2018,3.9,29        ,724
Charlotte a du fun,2018,6.5,74        ,592
Clara's Ghost,2018,4.1,66        ,333
Tarde Para Morir Joven,2018,6.4,80        ,"1,332"
La prière,2018,6.7,72        ,"1,181"
Wobble Palace,2018,6,83        ,297
Silencio,2018,5.2,29        ,862
Twarz,2018,6.4,70        ,"2,614"
Isha Ovedet,2018,6.8,79        ,545
Dilili à Paris,2018,6.8,37        ,"1,097"
Firecrackers,2018,6,80        ,582
Benzinho,2018,7.1,81        ,"1,590"
Mes provinciales,2018,6.4,53        ,660
The Burial of Kojo,2018,6.4,93        ,725
Pul-ip-deul,2018,6.8,77        ,"1,273"
Desolate,2018,5.1,39        ,473
Rizu to aoi tori,2018,7.1,67        ,"1,781"
Bitter Melon,2018,5.9,59        ,166
Khrustal,2018,7,73        ,"1,760"
Figlia mia,2018,6.1,74        ,"1,135"
Bullitt County,2018,4.7,50        ,552
Wanderland,2018,5.5,51        ,199
Ya Veremos,2018,5.8,25        ,732
BuyBust,2018,5.7,68        ,"1,951"
Happy Face,2018,6.9,66        ,112
The Other Story,2018,6.6,68        ,383
Ang panahon ng halimaw,2018,7,73        ,364
Imperfections,2018,5.5,45        ,270
"Empathy, Inc.",2018,5.6,48        ,579
A Bread Factory: Part Two,2018,6.7,91        ,321
Collisions,2018,6.1,43        ,222
Zhuang si le yi zhi yang,2018,6.6,65        ,750
Tito e os Pássaros,2018,6.7,76        ,675
Vsechno bude,2018,6.5,79        ,456
Notes on an Appearance,2018,5.6,61        ,197
The Second Sun,2018,7.4,23        ,24
Jiao qu de niao,2018,6.2,72        ,339
Fistful of Dirt,2018,5.5,71        ,14
The World Is Full of Secrets,2018,4.3,51        ,157
Silent Panic,2018,4.7,34        ,249
Ghostbox Cowboy,2018,5.3,76        ,214
Knives Out,2019,7.9,82        ,"622,278"
Midsommar,2019,7.1,72        ,"320,269"
Once Upon a Time... in Hollywood,2019,7.6,83        ,"729,864"
Avengers: Endgame,2019,8.4,78        ,"1,118,883"
Joker,2019,8.4,59        ,"1,267,481"
The Gentlemen,2019,7.8,51        ,"337,466"
Gisaengchung,2019,8.5,96        ,"792,267"
1917,2019,8.2,78        ,"583,892"
John Wick: Chapter 3 - Parabellum,2019,7.4,73        ,"342,898"
Little Women,2019,7.8,91        ,"204,281"
Ford v Ferrari,2019,8.1,81        ,"390,985"
Shazam!,2019,7,71        ,"337,094"
Us,2019,6.8,81        ,"298,622"
After,2019,5.3,30        ,"56,183"
Jojo Rabbit,2019,7.9,58        ,"387,270"
Synchronic,2019,6.2,64        ,"31,671"
The Irishman,2019,7.8,94        ,"386,668"
Star Wars: Episode IX - The Rise of Skywalker,2019,6.5,53        ,"449,553"
Doctor Sleep,2019,7.3,59        ,"193,666"
Uncut Gems,2019,7.4,91        ,"281,387"
The King,2019,7.3,62        ,"130,091"
The Lighthouse,2019,7.4,83        ,"216,885"
It Chapter Two,2019,6.5,58        ,"265,767"
Last Christmas,2019,6.5,50        ,"78,366"
Captain Marvel,2019,6.8,64        ,"558,394"
Bombshell,2019,6.8,64        ,"115,667"
Alita: Battle Angel,2019,7.3,53        ,"267,942"
Klaus,2019,8.1,65        ,"149,194"
6 Underground,2019,6.1,41        ,"177,207"
El hoyo,2019,7,73        ,"224,656"
Aladdin,2019,6.9,53        ,"265,892"
Spider-Man: Far from Home,2019,7.4,69        ,"489,695"
Ready or Not,2019,6.8,64        ,"151,982"
The Lion King,2019,6.8,55        ,"245,279"
Downton Abbey,2019,7.4,64        ,"56,814"
El Camino: A Breaking Bad Movie,2019,7.3,72        ,"249,552"
Portrait de la jeune fille en feu,2019,8.1,95        ,"91,725"
Booksmart,2019,7.1,84        ,"119,757"
Anna,2019,6.6,40        ,"82,769"
Fighting with My Family,2019,7.1,68        ,"81,880"
Jumanji: The Next Level,2019,6.7,58        ,"250,426"
Glass,2019,6.6,43        ,"243,951"
Dronningen,2019,7.1,67        ,"11,719"
Five Feet Apart,2019,7.2,53        ,"67,632"
Marriage Story,2019,7.9,94        ,"308,313"
Toy Story 4,2019,7.7,84        ,"250,491"
Charlie's Angels,2019,4.9,52        ,"74,146"
Hustlers,2019,6.3,79        ,"100,752"
Terminator: Dark Fate,2019,6.2,54        ,"178,349"
Ad Astra,2019,6.5,80        ,"235,899"
Godzilla: King of the Monsters,2019,6,48        ,"183,406"
Yesterday,2019,6.8,55        ,"153,400"
Polar,2019,6.3,19        ,"90,731"
Rocketman,2019,7.3,69        ,"175,593"
21 Bridges,2019,6.6,51        ,"67,892"
The Dirt,2019,7,39        ,"50,215"
Escape Room,2019,6.4,48        ,"123,474"
Sound of Metal,2019,7.7,82        ,"127,996"
Frozen II,2019,6.8,64        ,"172,632"
Dark Phoenix,2019,5.7,43        ,"187,918"
Brightburn,2019,6.1,44        ,"98,809"
Midway,2019,6.7,47        ,"86,209"
Vivarium,2019,5.8,64        ,"59,980"
The Addams Family,2019,5.8,46        ,"40,018"
Cats,2019,2.8,32        ,"51,666"
Fast & Furious Presents: Hobbs & Shaw,2019,6.5,60        ,"213,152"
Hellboy,2019,5.2,31        ,"91,095"
Zombieland: Double Tap,2019,6.7,55        ,"180,537"
Rambo: Last Blood,2019,6.1,26        ,"99,164"
Noelle,2019,6.3,48        ,"21,777"
Maleficent: Mistress of Evil,2019,6.6,43        ,"105,923"
The Art of Racing in the Rain,2019,7.5,43        ,"32,121"
Saint Maud,2019,6.7,83        ,"38,129"
Murder Mystery,2019,6,38        ,"128,958"
The Dead Don't Die,2019,5.4,53        ,"79,183"
Triple Frontier,2019,6.4,61        ,"129,367"
Men in Black: International,2019,5.6,38        ,"135,266"
The Peanut Butter Falcon,2019,7.6,70        ,"90,793"
Color Out of Space,2019,6.2,70        ,"48,692"
Long Shot,2019,6.8,67        ,"112,024"
"Extremely Wicked, Shockingly Evil and Vile",2019,6.7,52        ,"95,134"
Angel Has Fallen,2019,6.4,45        ,"98,449"
Let It Snow,2019,5.8,51        ,"22,286"
Jexi,2019,6,39        ,"27,813"
Guns Akimbo,2019,6.3,42        ,"62,273"
The Outpost,2019,6.8,71        ,"35,120"
Fractured,2019,6.4,36        ,"76,117"
Waves,2019,7.5,80        ,"26,023"
Dark Waters,2019,7.6,73        ,"89,220"
The Lodge,2019,6,64        ,"48,392"
Richard Jewell,2019,7.5,68        ,"87,920"
Scary Stories to Tell in the Dark,2019,6.2,61        ,"77,604"
Pokémon: Detective Pikachu,2019,6.5,53        ,"163,894"
Jungleland,2019,6.2,53        ,"5,914"
The Poison Rose,2019,4.7,26        ,"9,763"
How to Train Your Dragon: The Hidden World,2019,7.4,71        ,"129,654"
Countdown,2019,5.4,31        ,"39,117"
The Informer,2019,6.6,61        ,"37,772"
"Yes, God, Yes",2019,6.1,71        ,"15,946"
The Highwaymen,2019,6.9,58        ,"92,085"
A Rainy Day in New York,2019,6.5,38        ,"44,725"
The Lego Movie 2: The Second Part,2019,6.6,65        ,"67,362"
Just Mercy,2019,7.6,68        ,"68,182"
A Hidden Life,2019,7.4,78        ,"24,717"
Une fille facile,2019,5.6,79        ,"5,326"
The Goldfinch,2019,6.4,40        ,"23,711"
Official Secrets,2019,7.3,63        ,"48,321"
A Beautiful Day in the Neighborhood,2019,7.2,80        ,"80,535"
Tenki no ko,2019,7.5,72        ,"41,506"
Cold Pursuit,2019,6.2,57        ,"69,822"
Motherless Brooklyn,2019,6.8,60        ,"57,934"
The Good Liar,2019,6.7,55        ,"42,524"
Can You Keep a Secret?,2019,5.3,35        ,"17,671"
Annabelle Comes Home,2019,5.9,53        ,"76,550"
The Secret Life of Pets 2,2019,6.4,55        ,"62,765"
Ma,2019,5.6,53        ,"53,940"
Fisherman's Friends,2019,7,45        ,"9,641"
Tayna pechati drakona,2019,4.7,34        ,"7,017"
Crawl,2019,6.1,60        ,"85,227"
The Assistant,2019,6.4,79        ,"23,154"
Buddy Games,2019,4.8,22        ,"6,927"
The Two Popes,2019,7.6,75        ,"124,213"
I See You,2019,6.8,65        ,"50,233"
The Silence,2019,5.3,25        ,"45,934"
Harriet,2019,6.7,66        ,"27,396"
Jay and Silent Bob Reboot,2019,5.6,46        ,"26,107"
Dora and the Lost City of Gold,2019,6.1,63        ,"31,346"
Togo,2019,7.9,69        ,"49,357"
Tolkien,2019,6.8,48        ,"41,514"
Serenity,2019,5.4,37        ,"41,807"
Between Two Ferns: The Movie,2019,6.1,59        ,"33,135"
In the Shadow of the Moon,2019,6.2,48        ,"53,821"
Blinded by the Light,2019,6.9,71        ,"25,350"
The Aftermath,2019,6.3,43        ,"21,529"
Spies in Disguise,2019,6.8,54        ,"49,773"
Child's Play,2019,5.7,48        ,"52,594"
Waiting for the Barbarians,2019,5.9,52        ,"12,366"
The Professor and the Madman,2019,7.2,27        ,"46,501"
The Personal History of David Copperfield,2019,6.4,77        ,"20,198"
The Beach Bum,2019,5.5,55        ,"22,759"
Swallow,2019,6.5,65        ,"24,157"
In the Tall Grass,2019,5.4,46        ,"57,172"
The Wretched,2019,5.8,61        ,"17,419"
3 from Hell,2019,5.4,50        ,"15,764"
The Curse of La Llorona,2019,5.2,41        ,"51,031"
Dreamland,2019,5.8,57        ,"6,527"
The Angry Birds Movie 2,2019,6.4,60        ,"30,123"
Our Friend,2019,7.3,57        ,"12,401"
Mr. Jones,2019,6.9,68        ,"12,720"
Always Be My Maybe,2019,6.8,64        ,"57,014"
Haunt,2019,6.3,69        ,"30,004"
I Am Mother,2019,6.7,64        ,"91,719"
Dumbo,2019,6.3,51        ,"76,501"
Honey Boy,2019,7.2,73        ,"37,839"
The Laundromat,2019,6.3,57        ,"51,373"
The Hustle,2019,5.4,35        ,"60,345"
Pinocchio,2019,6.2,65        ,"13,221"
Miss Bala,2019,5.8,41        ,"11,604"
The Report,2019,7.2,66        ,"44,159"
Abominable,2019,7,61        ,"38,870"
The Kitchen,2019,5.6,35        ,"21,410"
Velvet Buzzsaw,2019,5.7,61        ,"61,873"
Seules les bêtes,2019,7,69        ,"6,097"
Angel of Mine,2019,6.4,47        ,"11,100"
Black Christmas,2019,3.5,49        ,"16,707"
Queen & Slim,2019,7.1,74        ,"32,014"
Dolor y gloria,2019,7.5,87        ,"58,645"
The Last Black Man in San Francisco,2019,7.3,83        ,"19,689"
Yip Man 4,2019,7,62        ,"32,752"
Villains,2019,6.2,63        ,"14,585"
The Kid Who Would Be King,2019,6.1,66        ,"17,187"
True History of the Kelly Gang,2019,6,75        ,"11,646"
The Last Full Measure,2019,6.8,51        ,"12,057"
Someone Great,2019,6.1,63        ,"22,986"
Lady and the Tramp,2019,6.2,48        ,"22,101"
Gemini Man,2019,5.7,38        ,"114,179"
Missing Link,2019,6.7,68        ,"26,449"
A Call to Spy,2019,6.6,65        ,"7,986"
47 Meters Down: Uncaged,2019,5,43        ,"26,876"
Pet Sematary,2019,5.7,57        ,"92,912"
Code 8,2019,6.1,48        ,"40,460"
Above Suspicion,2019,5.6,46        ,"5,930"
La llorona,2019,6.6,79        ,"6,442"
Bad Education,2019,7.1,79        ,"40,613"
A Dog's Journey,2019,7.4,43        ,"25,127"
"Endings, Beginnings",2019,5.6,42        ,"6,282"
Babyteeth,2019,7.2,77        ,"16,393"
The Prodigy,2019,5.8,45        ,"26,782"
The Boy Who Harnessed the Wind,2019,7.6,68        ,"38,793"
The Burnt Orange Heresy,2019,6.1,57        ,"5,179"
Military Wives,2019,6.5,55        ,"5,074"
The Aeronauts,2019,6.6,60        ,"33,963"
Breakthrough,2019,6.2,46        ,"10,087"
The Farewell,2019,7.5,89        ,"64,800"
Happy Death Day 2U,2019,6.2,57        ,"75,386"
Shaft,2019,6.4,40        ,"54,122"
The Vast of Night,2019,6.7,84        ,"39,946"
The Kid,2019,5.9,51        ,"8,713"
Avengement,2019,6.5,63        ,"16,653"
Radioactive,2019,6.2,56        ,"18,780"
The Souvenir,2019,6.4,91        ,"12,952"
Lvx Æterna,2019,6.3,59        ,"5,610"
Dolemite Is My Name,2019,7.2,76        ,"61,258"
Stuber,2019,6.2,42        ,"47,976"
Running with the Devil,2019,5.4,42        ,"8,592"
Captive State,2019,6,54        ,"54,795"
Isn't It Romantic,2019,5.9,60        ,"70,472"
Little Monsters,2019,6.3,59        ,"17,721"
Judy,2019,6.8,66        ,"51,028"
Moffie,2019,6.8,69        ,"3,259"
The Last Vermeer,2019,6.7,56        ,"3,998"
How to Build a Girl,2019,5.9,69        ,"4,569"
The Painted Bird,2019,7.3,72        ,"6,437"
Der goldene Handschuh,2019,6.7,38        ,"15,158"
"Where'd You Go, Bernadette",2019,6.5,51        ,"22,337"
Liu lang di qiu,2019,5.9,57        ,"30,854"
Plus One,2019,6.6,65        ,"11,954"
Lying and Stealing,2019,5.4,50        ,"6,111"
Lunana: A Yak in the Classroom,2019,7.4,79        ,"4,135"
Little,2019,5.5,49        ,"13,593"
Robert the Bruce,2019,5.4,42        ,"4,155"
The Intruder,2019,5.6,39        ,"18,228"
Sorry We Missed You,2019,7.6,82        ,"22,861"
Late Night,2019,6.5,70        ,"38,040"
La Belle Époque,2019,7.4,75        ,"16,532"
Blackbird,2019,6.6,53        ,"4,883"
Big Time Adolescence,2019,6.9,64        ,"13,833"
The Mortuary Collection,2019,6.4,69        ,"13,034"
Primal,2019,4.9,32        ,"8,694"
Black and Blue,2019,6.4,54        ,"24,218"
Bacurau,2019,7.3,82        ,"27,818"
Mosul,2019,7.1,71        ,"27,203"
Poms,2019,6.1,36        ,"6,461"
The Operative,2019,5.8,47        ,"6,644"
Elisa y Marcela,2019,6.6,33        ,"5,066"
The Jesus Rolls,2019,4.4,44        ,"4,621"
Blue Story,2019,6.2,69        ,"7,361"
Lucy in the Sky,2019,4.9,36        ,"8,057"
The Fanatic,2019,4.2,18        ,"12,145"
Don't Let Go,2019,6.3,49        ,"11,238"
Domino,2019,4.5,40        ,"5,997"
Wine Country,2019,5.4,56        ,"21,552"
Seberg,2019,5.9,54        ,"9,156"
Akinjeon,2019,6.9,65        ,"15,241"
The Hole in the Ground,2019,5.6,63        ,"19,238"
Make Up,2019,5.9,81        ,"1,648"
The Glass Room,2019,5.4,35        ,838
A Dog's Way Home,2019,6.7,50        ,"18,402"
Paradise Hills,2019,5.3,49        ,"18,633"
Sweetheart,2019,5.8,71        ,"8,715"
Frankie,2019,5.5,55        ,"1,781"
First Cow,2019,7.1,89        ,"18,956"
IO,2019,4.7,40        ,"34,634"
The Wave,2019,6.1,51        ,"5,804"
Them That Follow,2019,5.4,57        ,"3,556"
Gully Boy,2019,7.9,65        ,"40,060"
Light of My Life,2019,6.6,67        ,"13,927"
J'ai perdu mon corps,2019,7.5,81        ,"33,329"
A Score to Settle,2019,4.7,37        ,"6,250"
Ode to Joy,2019,6.4,38        ,"6,100"
1BR,2019,5.8,56        ,"13,206"
J'accuse,2019,7.2,56        ,"18,565"
Little Joe,2019,5.8,60        ,"8,181"
Mob Town,2019,4.6,28        ,835
Zeroville,2019,4.5,28        ,"3,082"
Line of Duty,2019,5.3,50        ,"8,115"
Les misérables,2019,7.6,78        ,"25,292"
Luce,2019,6.6,72        ,"13,525"
Wounds,2019,4.1,51        ,"19,667"
Blow the Man Down,2019,6.4,72        ,"10,735"
Buffaloed,2019,6.2,61        ,"6,321"
Calm with Horses,2019,6.8,67        ,"5,943"
Tunnelen,2019,6,47        ,"5,394"
The Vigil,2019,5.8,69        ,"8,286"
Feast of the Seven Fishes,2019,6.7,68        ,"1,301"
The Best of Enemies,2019,7.3,49        ,"17,376"
Troop Zero,2019,6.8,58        ,"11,059"
Lucky Day,2019,5.1,18        ,"3,080"
What Men Want,2019,5.3,49        ,"28,319"
Brittany Runs a Marathon,2019,6.8,72        ,"20,455"
7500,2019,6.3,58        ,"29,505"
Close,2019,5.7,51        ,"25,205"
The Art of Self-Defense,2019,6.6,65        ,"38,042"
Ordinary Love,2019,6.6,70        ,"4,475"
Storm Boy,2019,6.8,67        ,"3,698"
Systemsprenger,2019,7.8,89        ,"13,263"
Mope,2019,5.3,48        ,783
Clifton Hill,2019,5.4,61        ,"4,314"
Rabid,2019,5.2,43        ,"5,469"
The Mustang,2019,6.8,77        ,"12,844"
The Other Lamb,2019,5.3,64        ,"4,897"
Days of the Bagnold Summer,2019,6.5,57        ,"2,271"
Grand Isle,2019,4.7,29        ,"5,421"
UglyDolls,2019,5,39        ,"7,008"
The Kindness of Strangers,2019,6.5,32        ,"4,121"
Triple Threat,2019,5.6,60        ,"11,596"
To the Stars,2019,6.2,60        ,"1,780"
Playing with Fire,2019,5.1,24        ,"14,959"
Cordelia,2019,4.6,66        ,"4,131"
Changeland,2019,5.7,42        ,"2,379"
The Flood,2019,5.5,56        ,"1,008"
Satanic Panic,2019,5.6,51        ,"6,059"
Le daim,2019,6.6,68        ,"9,947"
Come to Daddy,2019,6,64        ,"18,467"
"Berlin, I Love You",2019,4.7,34        ,"3,474"
Into the Ashes,2019,5.2,50        ,"4,875"
La vérité,2019,6.5,76        ,"6,901"
Wasp Network,2019,5.9,54        ,"10,846"
Georgetown,2019,6.2,49        ,"3,600"
Il traditore,2019,7.1,64        ,"11,516"
The Death of Dick Long,2019,6.4,69        ,"5,739"
After Midnight,2019,5.3,55        ,"4,103"
Daniel Isn't Real,2019,6.1,61        ,"8,954"
Instinct,2019,6,66        ,"2,483"
Human Capital,2019,5.8,51        ,"9,966"
Otherhood,2019,6.1,38        ,"11,498"
I Am Woman,2019,6.6,54        ,"2,479"
Clementine,2019,5.1,55        ,743
Proxima,2019,6.3,71        ,"7,682"
Burn,2019,5.7,50        ,"4,978"
Ema,2019,6.8,71        ,"8,461"
Tian · Huo,2019,5.2,52        ,"3,459"
Boze Cialo,2019,7.7,77        ,"19,153"
Ya no estoy aquí,2019,7.3,72        ,"8,214"
Monos,2019,6.9,78        ,"17,470"
Liberté,2019,4.6,51        ,"1,193"
Deux,2019,7.2,82        ,"3,073"
Never Grow Old,2019,6,65        ,"4,104"
VFW,2019,6.1,72        ,"8,629"
Blood Quantum,2019,5.6,63        ,"4,654"
We Summon the Darkness,2019,5.2,55        ,"10,841"
Sea Fever,2019,5.7,60        ,"11,828"
Shaonian de ni,2019,7.5,83        ,"9,992"
Earthquake Bird,2019,5.9,51        ,"14,801"
Girl on the Third Floor,2019,4.7,65        ,"10,348"
Butt Boy,2019,5.5,56        ,"1,696"
A Shaun the Sheep Movie: Farmageddon,2019,6.8,79        ,"13,947"
Bait,2019,7.1,84        ,"4,661"
Overcomer,2019,6.6,17        ,"5,070"
Crown Vic,2019,6.4,47        ,"7,496"
Daughter of the Wolf,2019,4.6,36        ,"7,727"
Bliss,2019,5.9,53        ,"4,987"
American Hangman,2019,5.9,38        ,"3,550"
Sibyl,2019,5.8,59        ,"3,435"
The Sunlit Night,2019,6.1,47        ,"1,961"
Jacob's Ladder,2019,3.6,31        ,"3,223"
Playmobil: The Movie,2019,4.9,25        ,"4,215"
Straight Up,2019,6.9,66        ,"2,745"
Unplanned,2019,5.5,10        ,"14,072"
And Then We Danced,2019,7.6,68        ,"13,014"
A Vida Invisível,2019,7.7,81        ,"8,632"
A Madea Family Funeral,2019,4.6,39        ,"4,598"
"Mektoub, My Love: Intermezzo",2019,4,10        ,444
Matthias et Maxime,2019,6.8,60        ,"7,921"
Astronaut,2019,5.9,53        ,"1,244"
Point Blank,2019,5.7,37        ,"14,599"
The Kill Team,2019,6,60        ,"6,069"
Dylda,2019,7.2,84        ,"11,346"
The Beach House,2019,5.3,64        ,"7,250"
Killerman,2019,5.4,42        ,"10,718"
Love Is Blind,2019,5.1,25        ,800
My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,2019,7.8,70        ,"8,337"
Supervized,2019,5.1,47        ,962
Madre,2019,6.6,73        ,"1,884"
Mary,2019,4.5,31        ,"4,544"
After the Wedding,2019,6.3,50        ,"7,848"
Greener Grass,2019,6.4,69        ,"4,799"
Hatsukoi,2019,6.7,77        ,"7,208"
Selvmordsturisten,2019,5,46        ,"1,750"
Håp,2019,7.3,87        ,"1,910"
Extra Ordinary,2019,6.4,72        ,"10,486"
Hope Gap,2019,6.7,58        ,"5,199"
Badland,2019,5.6,46        ,"2,816"
La gomera,2019,6.4,76        ,"5,892"
Sextuplets,2019,4.5,21        ,"8,791"
Martin Eden,2019,7,75        ,"6,366"
The Haunting of Sharon Tate,2019,2.9,8        ,"4,135"
Rare Beasts,2019,5.4,54        ,"1,190"
Greed,2019,5.8,52        ,"7,789"
Ratu ilmu hitam,2019,6.5,54        ,"2,521"
Dveselu putenis,2019,7.3,63        ,"4,352"
Good Posture,2019,5.7,69        ,791
Lupin III: The First,2019,6.9,63        ,"3,115"
Rocks,2019,7.4,95        ,"4,927"
Mientras dure la guerra,2019,6.9,55        ,"6,647"
Trading Paint,2019,4.5,34        ,"2,344"
Celle que vous croyez,2019,6.8,70        ,"6,381"
10 Minutes Gone,2019,3.6,13        ,"3,684"
Atlantique,2019,6.7,85        ,"9,576"
L'intervention,2019,6.3,44        ,"2,824"
American Skin,2019,6.9,24        ,"3,565"
High Flying Bird,2019,6.2,78        ,"8,765"
Paddleton,2019,7.1,70        ,"14,138"
Imaginary Order,2019,4.9,49        ,490
Trick,2019,4.9,16        ,"5,097"
Low Tide,2019,6.3,64        ,"2,758"
Mine 9,2019,6.2,65        ,"13,398"
Ride Like a Girl,2019,7,47        ,"4,183"
Killers Anonymous,2019,4.4,22        ,"11,635"
Wonder Park,2019,5.8,45        ,"12,062"
Finding Steve McQueen,2019,6.2,53        ,"5,158"
Animals,2019,6.1,65        ,"2,095"
Clemency,2019,6.5,77        ,"4,619"
A Violent Separation,2019,5.7,28        ,"1,819"
Siberia,2019,4.8,59        ,"2,125"
End of Sentence,2019,6.7,74        ,"4,653"
The Wolf Hour,2019,4.9,42        ,"3,024"
Arctic Justice,2019,4.8,28        ,"2,007"
Kaijû no kodomo,2019,6.5,74        ,"3,037"
Eternal Beauty,2019,6.2,71        ,"1,973"
Judy & Punch,2019,6.1,59        ,"2,834"
Strange But True,2019,5.9,55        ,"4,914"
The Sun Is Also a Star,2019,5.9,52        ,"7,550"
The Last Laugh,2019,5.6,31        ,"6,309"
A Good Woman Is Hard to Find,2019,6.3,65        ,"4,813"
Promare: Puromea,2019,7,76        ,"4,414"
Dirt Music,2019,5.3,35        ,856
The Climb,2019,6.7,82        ,"4,790"
Om det oändliga,2019,6.8,87        ,"6,678"
Premature,2019,6.5,81        ,838
Corporate Animals,2019,4.4,31        ,"3,748"
Fin de siglo,2019,6.8,80        ,"3,373"
Ut og stjæle hester,2019,6.5,68        ,"2,779"
Saja,2019,6.3,33        ,"3,430"
La fille au bracelet,2019,6.6,73        ,"1,950"
"Standing Up, Falling Down",2019,6.5,70        ,"2,273"
The Song of Names,2019,6.4,51        ,"4,324"
Britt-Marie var här,2019,5.5,53        ,"2,017"
The Sky Is Pink,2019,7.6,55        ,"8,889"
Lost Transmissions,2019,5.1,51        ,"1,076"
"Hvítur, hvítur dagur",2019,6.7,81        ,"5,014"
Spiral,2019,5.5,59        ,"4,370"
Boyz in the Wood,2019,6.2,69        ,"7,781"
See You Yesterday,2019,5.2,74        ,"10,968"
Nanfang chezhan de juhui,2019,6.7,76        ,"7,063"
Native Son,2019,5.7,63        ,"2,583"
Port Authority,2019,6.4,61        ,893
Come As You Are,2019,7,71        ,"3,343"
The Rest of Us,2019,6.3,74        ,"1,256"
The Devil Has a Name,2019,5.4,50        ,"1,211"
Bull,2019,6.5,65        ,"5,126"
Nancy Drew and the Hidden Staircase,2019,5.7,55        ,"4,946"
Semper Fi,2019,6.1,48        ,"3,629"
Z,2019,5.5,63        ,"5,459"
Chambre 212,2019,6,53        ,"2,080"
Random Acts of Violence,2019,5.2,39        ,"2,587"
Stray,2019,4.8,54        ,866
Radioflash,2019,4.9,34        ,"5,566"
Atlantis,2019,6.8,85        ,"2,281"
Darlin',2019,4.9,49        ,"2,031"
Inherit the Viper,2019,5.1,39        ,"1,615"
Bai She: Yuan qi,2019,7,60        ,"4,465"
Porno,2019,5.1,49        ,"2,272"
The Last Right,2019,6.3,62        ,"1,237"
"Kimi to, nami ni noretara",2019,6.8,63        ,"3,204"
The Great War,2019,3.9,24        ,"1,162"
Das Vorspiel,2019,6.5,65        ,"1,132"
37 sekanzu,2019,7.4,62        ,"2,821"
Monsoon,2019,6,69        ,"2,130"
Summer Night,2019,4.8,49        ,"1,014"
"This Is Not a Burial, It's a Resurrection",2019,7.3,91        ,"1,117"
De Patrick,2019,6.7,73        ,"2,168"
Only,2019,5.1,53        ,"3,607"
Lucky Grandma,2019,6.3,71        ,"1,656"
The Sound of Silence,2019,5.7,66        ,"1,426"
Driveways,2019,7.3,83        ,"5,431"
Harpoon,2019,6,65        ,"5,637"
Abe,2019,6.3,62        ,"1,951"
Sator,2019,5.2,82        ,"2,298"
Der Boden unter den Füßen,2019,6.5,83        ,"1,179"
The Deeper You Dig,2019,5.6,75        ,"2,097"
"Ser du månen, Daniel",2019,7.6,69        ,"3,754"
Fan xiao,2019,6.7,67        ,"3,321"
1982,2019,6.6,59        ,"1,055"
The Day Shall Come,2019,5.9,70        ,"3,943"
Cold Blood Legacy,2019,4.6,25        ,"4,990"
Hala,2019,6.2,75        ,"2,549"
The Parts You Lose,2019,5.7,47        ,"2,724"
Stano,2019,5.7,58        ,939
La trinchera infinita,2019,7.2,73        ,"6,610"
Share,2019,5.7,73        ,"2,050"
The Tomorrow Man,2019,5.8,49        ,"1,904"
